,Q1,Q2,Q3,Q4
오늘은뭐먹지,0.0,0.0,31.884770305757485,0.0
오늘은뭐입지,0.0,26.33959286127792,0.0,0.0
오늘의놀이,17.328679513998633,15.942385152878742,0.0,0.0
오늘의집,41.58883083359672,0.0,0.0,0.0
오늘의코디,35.350506208557206,17.328679513998633,0.0,0.0
오늘의패션,0.0,33.27106466687737,0.0,0.0
오늘의훈남,0.0,0.0,21.487562597358306,26.33959286127792
오늘의훈녀,10.644236680715892,11.219600825619453,19.274698854269317,0.0
오뮤,0.0,0.0,0.0,15.249237972318797
오오티디,0.0,0.0,0.0,0.0
오일파스텔,18.021826694558577,0.0,0.0,0.0
오토캠핑,15.249237972318797,0.0,0.0,0.0
오프닝뮤즈,0.0,0.0,0.0,19.408121055678468
온더테이블,0.0,0.0,0.0,0.0
올디너리,0.0,20.79441541679836,0.0,0.0
올디너리디너세트,0.0,15.249237972318797,0.0,0.0
올디너리시리얼볼,0.0,15.249237972318797,0.0,0.0
옷스타그램,14.671785695040823,11.219600825619453,0.0,5.753641449035617
외식그램,20.79441541679836,0.0,0.0,0.0
요리,0.0,0.0,33.27106466687737,0.0
요리스타그램,0.0,48.52030263919617,0.0,0.0
요리영상,0.0,0.0,16.635532333438686,0.0
요리하는남자,0.0,27.725887222397812,0.0,0.0
요리하는여자,0.0,0.0,0.0,33.27106466687737
운동,3.739866941873151,7.1920518112945215,0.0,15.247149839944385
운동남녀,15.249237972318797,0.0,0.0,0.0
운동스타그램,0.0,0.0,0.0,79.01877858383376
운동식단,0.0,15.249237972318797,0.0,0.0
운동하는남자,20.71310921652822,8.055098028649864,0.0,30.49429967988877
운동하는여자,0.0,0.0,0.0,0.0
운동하는직장인,0.0,20.79441541679836,0.0,0.0
울대,0.0,0.0,37.42994775023705,0.0
울산,0.0,0.0,38.816242111356935,0.0
울산맘,0.0,0.0,38.816242111356935,0.0
울산신상카페,26.33959286127792,0.0,0.0,0.0
울산카페,33.27106466687737,0.0,0.0,0.0
워킹맘,0.0,0.0,0.0,16.635532333438686
원주,0.0,47.13400827807628,0.0,0.0
원주카페,0.0,16.635532333438686,0.0,0.0
원피스코디,0.0,18.021826694558577,0.0,0.0
월요일,0.0,0.0,0.0,16.635532333438686
웨스턴돔,0.0,0.0,26.33959286127792,0.0
유디니,44.3614195558365,0.0,0.0,0.0
유모차,0.0,0.0,20.79441541679836,0.0
유아놀이,34.657359027997266,0.0,0.0,0.0
유아미술,31.884770305757485,0.0,0.0,0.0
유아식,0.0,0.0,18.021826694558577,0.0
유아식기,0.0,30.498475944637594,0.0,0.0
유아전동차,0.0,0.0,36.04365338911715,0.0
유지어터,0.0,5.178277304132055,5.465959376583836,3.4521848694213704
유지어트,0.0,0.0,26.33959286127792,0.0
유투브요리,0.0,0.0,16.635532333438686,0.0
유튜버,0.0,0.0,15.249237972318797,0.0
육아,0.0,10.06887253581233,11.219600825619453,35.67257698402082
육아공유,0.0,0.0,0.0,18.021826694558577
육아그램,0.0,0.0,22.18070977791825,0.0
육아기록,0.0,0.0,0.0,19.408121055678468
육아는장비빨,0.0,0.0,11.090354888959125,21.487562597358306
육아는템빨,0.0,0.0,24.95329850015803,0.0
육아대디,0.0,0.0,54.06548008367573,0.0
육아데일리,0.0,0.0,54.06548008367573,0.0
육아데일리룩,0.0,0.0,20.79441541679836,0.0
육아맘,0.0,4.027549014324932,8.918144246005205,18.699334709365754
육아맘맞팔,0.0,0.0,52.67918572255584,0.0
육아맘소통,0.0,0.0,33.96421184743732,8.317766166719343
육아맞팔,0.0,0.0,15.942385152878742,28.419034402957756
육아맞팔해요,0.0,0.0,0.0,22.18070977791825
육아맞팔환영,0.0,0.0,0.0,19.408121055678468
육아부부,0.0,0.0,0.0,16.635532333438686
육아소통,0.0,10.931918753167672,19.850062999172877,51.49509096886877
육아소통그램,0.0,0.0,22.18070977791825,0.0
육아소통해요,0.0,0.0,0.0,30.498475944637594
육아소통환영,0.0,0.0,0.0,37.42994775023705
육아스타그램,0.0,0.0,33.27106466687737,97.04060527839233
육아스타스램,0.0,0.0,54.06548008367573,0.0
육아용품,0.0,0.0,54.06548008367573,0.0
육아용품추천,0.0,0.0,52.67918572255584,0.0
육아일기,0.0,0.0,18.714973875118524,42.97512519471661
육아일상,0.0,0.0,34.657359027997266,73.4736011393542
육아정보,0.0,0.0,58.224363167035406,0.0
육아좋아요,0.0,0.0,0.0,29.112181583517703
육아템,0.0,11.78350206951907,0.0,24.95329850015803
육아파파,0.0,0.0,27.032740041837865,9.010913347279288
육아패션,0.0,0.0,51.29289136143595,0.0
육아필수템,0.0,0.0,54.06548008367573,0.0
육퇴,0.0,0.0,0.0,31.884770305757485
음료,38.816242111356935,0.0,0.0,0.0
음식사진,54.06548008367573,0.0,0.0,0.0
이모티콘,15.249237972318797,0.0,0.0,0.0
이벤트,0.0,18.714973875118524,0.0,11.090354888959125
이벤트그램,0.0,26.33959286127792,0.0,0.0
이벤트스타그램,0.0,15.249237972318797,0.0,0.0
이벤트진행중,0.0,16.635532333438686,0.0,0.0
이벤트참여,0.0,19.408121055678468,0.0,0.0
이유식,0.0,0.0,20.79441541679836,0.0
인기게시물,36.04365338911715,0.0,0.0,0.0
인물사진,8.317766166719343,0.0,29.112181583517703,0.0
인스타,0.0,27.032740041837865,0.0,25.646445680717974
인스타그램,0.0,12.658011187878357,5.178277304132055,14.384103622589043
인스타독,0.0,0.0,0.0,19.408121055678468
인스타이벤트,0.0,26.33959286127792,0.0,0.0
인스타카페,0.0,0.0,15.249237972318797,0.0
인스타툰,15.249237972318797,0.0,0.0,0.0
인스타패션,0.0,0.0,26.33959286127792,0.0
인스타푸드,13.862943611198906,0.0,0.0,16.635532333438686
인친,46.6044957371885,13.5210574052337,0.0,40.85085428815288
인친환영,0.0,0.0,0.0,97.04060527839233
인테리어,6.904369738842741,5.465959376583836,0.0,3.739866941873151
인테리어가구,0.0,38.816242111356935,0.0,0.0
인테리어소품,0.0,0.0,37.42994775023705,0.0
일러스트,18.021826694558577,0.0,0.0,0.0
일반인모델,26.33959286127792,0.0,0.0,0.0
일산,0.0,0.0,0.0,16.635532333438686
일상,0.0,0.0,0.0,0.0
일상그램,0.0,0.0,0.0,15.249237972318797
일상기록,0.0,0.0,0.0,65.15583497263486
일상소통,0.0,9.704060527839234,0.0,14.556090791758852
일상스타그램,12.370329115426577,18.987016781817537,0.0,23.58992994104603
일상을여행으로,0.0,41.58883083359672,0.0,0.0
일상툰,18.021826694558577,0.0,0.0,0.0
자덕,0.0,0.0,16.635532333438686,0.0
자린이,0.0,0.0,16.635532333438686,0.0
자매,0.0,0.0,0.0,33.27106466687737
자스타그램,0.0,0.0,22.18070977791825,0.0
자전거타는남자,0.0,0.0,30.498475944637594,0.0
자체제작실내복,0.0,0.0,0.0,33.27106466687737
자체제작아동복,0.0,0.0,0.0,26.33959286127792
잠실,0.0,0.0,0.0,67.92842369487464
저녁메뉴,0.0,26.33959286127792,0.0,0.0
저녁식단,0.0,0.0,26.33959286127792,0.0
전국여행,0.0,0.0,0.0,55.451774444795625
전리단길,0.0,0.0,18.021826694558577,0.0
전리단길카페,0.0,0.0,26.33959286127792,0.0
전시,0.0,0.0,33.27106466687737,0.0
전시회,0.0,0.0,16.635532333438686,0.0
전신샷,48.52030263919617,14.556090791758852,0.0,0.0
전주,8.317766166719343,0.0,26.33959286127792,0.0
전주카페,0.0,0.0,37.42994775023705,0.0
전포동카페,8.317766166719343,0.0,13.862943611198906,0.0
전포동카페거리,0.0,0.0,24.95329850015803,0.0
전포사잇길,0.0,0.0,20.79441541679836,0.0
전포카페,16.635532333438686,0.0,0.0,0.0
전포카페거리,9.704060527839234,0.0,9.010913347279288,0.0
점심스타그램,0.0,0.0,34.657359027997266,0.0
점심식단,0.0,0.0,26.33959286127792,0.0
정슐랭,0.0,0.0,38.816242111356935,0.0
정슐랭별넷,0.0,0.0,29.112181583517703,0.0
정슐랭별셋,0.0,0.0,19.408121055678468,0.0
제과제빵,27.725887222397812,0.0,0.0,0.0
제이드미나,0.0,0.0,0.0,16.635532333438686
제주,0.0,0.0,0.0,0.0
제주가볼만한곳,0.0,108.13096016735146,0.0,0.0
제주감성,0.0,45.747713916956386,0.0,0.0
제주공항근처가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주날씨,0.0,58.224363167035406,0.0,0.0
제주도,0.0,0.0,0.0,0.0
제주도가볼만한곳,19.408121055678468,0.0,0.0,0.0
제주도맛집,17.328679513998633,28.419034402957756,0.0,0.0
제주도민,18.021826694558577,0.0,0.0,0.0
제주도여행,0.0,0.0,0.0,0.0
제주도카페,4.890595231680274,4.6029131592284935,4.315231086776713,0.0
제주도핫플,0.0,47.13400827807628,0.0,0.0
제주맛집,0.0,56.83806880591551,0.0,0.0
제주바디프로필,0.0,18.021826694558577,0.0,0.0
제주사진찍기좋은곳,0.0,52.67918572255584,0.0,0.0
제주살이,6.329005593939178,3.164502796969589,0.0,5.753641449035617
제주수국,0.0,0.0,18.021826694558577,0.0
제주숨은명소,0.0,54.06548008367573,0.0,0.0
제주스냅,0.0,97.04060527839233,0.0,0.0
제주스냅작가,0.0,47.13400827807628,0.0,0.0
제주스타그램,0.0,0.0,16.635532333438686,0.0
제주시가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주실내가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주실내관광지,0.0,55.451774444795625,0.0,0.0
제주아이와갈만한곳,0.0,55.451774444795625,0.0,0.0
제주애월가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주여행,0.0,0.0,0.0,0.0
제주여행추천,0.0,27.725887222397812,7.6246189861593985,0.0
제주여행코스,0.0,28.419034402957756,13.16979643063896,0.0
제주여행필수코스,0.0,55.451774444795625,0.0,0.0
제주웨딩스냅,0.0,26.33959286127792,0.0,0.0
제주일상,0.0,0.0,0.0,16.635532333438686
제주카페,4.890595231680274,18.987016781817537,4.315231086776713,0.0
제주카페추천,15.249237972318797,0.0,0.0,0.0
제주카페투어,15.249237972318797,0.0,0.0,0.0
제주캠핑,24.95329850015803,0.0,0.0,0.0
제주핫플,8.317766166719343,29.112181583517703,0.0,0.0
제주핫플레이스,0.0,56.83806880591551,0.0,0.0
제품무료제공,0.0,0.0,0.0,18.021826694558577
제품제공,3.164502796969589,0.0,3.4521848694213704,4.027549014324932
제품협찬,0.0,0.0,0.0,0.0
젠틀레이스,0.0,0.0,0.0,19.408121055678468
조던1,23.56700413903814,0.0,0.0,0.0
조용한카페,22.18070977791825,0.0,0.0,0.0
조향사,15.249237972318797,0.0,0.0,0.0
존맛탱,0.0,0.0,40.20253647247683,0.0
졸귀탱,0.0,15.249237972318797,0.0,0.0
종로맛집,0.0,0.0,15.249237972318797,0.0
좋,0.0,0.0,0.0,51.29289136143595
좋반,0.0,0.0,0.0,0.0
좋반댓,18.021826694558577,0.0,11.090354888959125,0.0
좋반사,0.0,0.0,0.0,37.42994775023705
좋반테러,10.35655460826411,0.0,10.35655460826411,10.35655460826411
좋반해요,0.0,31.884770305757485,0.0,0.0
좋아요,0.0,0.0,0.0,0.0
좋아요그램,0.0,0.0,0.0,27.725887222397812
좋아요반사,0.0,0.0,0.0,0.0
좋아요테러,63.76954061151497,0.0,0.0,19.408121055678468
좋테,35.350506208557206,0.0,0.0,18.714973875118524
좋튀,0.0,22.18070977791825,0.0,0.0
주말,0.0,0.0,0.0,0.0
주문제작가구,0.0,20.79441541679836,0.0,0.0
쥐띠맘,0.0,0.0,44.3614195558365,0.0
지야콩,22.18070977791825,0.0,0.0,0.0
지원in부산,16.635532333438686,0.0,0.0,0.0
지현,0.0,0.0,31.884770305757485,0.0
직딩,59.61065752815529,0.0,0.0,0.0
직장인,80.40507294495366,0.0,0.0,0.0
집,0.0,0.0,22.18070977791825,0.0
집꾸미기,15.249237972318797,16.635532333438686,0.0,0.0
집돌이,0.0,0.0,0.0,51.29289136143595
집들이,27.725887222397812,0.0,0.0,0.0
집밥,5.178277304132055,0.0,8.918144246005205,10.06887253581233
집사,9.704060527839234,0.0,7.6246189861593985,0.0
집사그램,9.010913347279288,0.0,27.725887222397812,0.0
집사스타그램,23.56700413903814,0.0,0.0,0.0
집스타그램,0.0,9.704060527839234,0.0,9.704060527839234
집콕,0.0,0.0,0.0,19.408121055678468
집콕놀이,18.714973875118524,9.704060527839234,0.0,0.0
집콕육아,19.408121055678468,0.0,0.0,0.0
차박,0.0,12.476649250079015,8.317766166719343,0.0
차크닉,0.0,23.56700413903814,0.0,0.0
창원,27.725887222397812,0.0,0.0,0.0
창원맛집,38.816242111356935,0.0,0.0,0.0
창원카페,15.249237972318797,0.0,0.0,0.0
창의놀이,42.97512519471661,0.0,0.0,0.0
창의미술,38.816242111356935,0.0,0.0,0.0
첫줄,12.945693260330138,0.0,27.0421148104674,15.822513984847946
첫줄반사,26.179068593112056,0.0,10.35655460826411,8.630462173553425
첫줄좋반,36.04365338911715,0.0,0.0,0.0
청담,0.0,0.0,0.0,33.27106466687737
청담맛집,0.0,0.0,22.18070977791825,0.0
청양고추,18.021826694558577,0.0,0.0,0.0
청주,0.0,25.646445680717974,18.714973875118524,0.0
촬영,0.0,0.0,0.0,41.58883083359672
촬영문의,0.0,38.816242111356935,0.0,0.0
최싸,18.021826694558577,0.0,0.0,0.0
취미는,0.0,0.0,15.249237972318797,0.0
치와와,0.0,0.0,0.0,16.635532333438686
친스타그램,0.0,0.0,41.58883083359672,0.0
카페,0.0,0.0,0.0,0.0
카페그램,22.873856958478193,9.704060527839234,0.0,0.0
카페맛집,55.451774444795625,0.0,0.0,0.0
카페분위기,0.0,0.0,27.725887222397812,0.0
카페사진,3.164502796969589,3.739866941873151,10.06887253581233,0.0
카페스타그램,26.466750665563836,27.905161027822743,20.71310921652822,0.0
카페인테리어,15.247149839944385,7.1920518112945215,6.616687666390959,0.0
카페추천,24.16529408594959,27.0421148104674,13.233375332781918,0.0
카페탐방,0.0,44.3614195558365,0.0,0.0
카페투어,0.0,0.0,0.0,0.0
캐논,0.0,0.0,34.657359027997266,0.0
캐릭터도시락,0.0,0.0,0.0,33.27106466687737
캐릭터밥상,0.0,0.0,0.0,33.27106466687737
캐주얼룩,40.20253647247683,0.0,0.0,0.0
캠린이,11.78350206951907,12.476649250079015,0.0,0.0
캠퍼,38.816242111356935,0.0,0.0,0.0
캠퍼스룩,0.0,26.33959286127792,0.0,0.0
캠핑,7.767415956198083,6.0413235214873975,16.110196057299728,0.0
캠핑스타그램,0.0,19.408121055678468,0.0,0.0
캠핑식기,0.0,20.79441541679836,0.0,0.0
캠핑요리,13.16979643063896,16.635532333438686,0.0,0.0
캠핑용품,0.0,22.18070977791825,13.16979643063896,0.0
캣스타그램,10.39720770839918,0.0,27.725887222397812,0.0
커피,10.06887253581233,9.493508390908769,0.0,8.630462173553425
커피맛집,8.342780101101644,10.35655460826411,9.205826318456987,0.0
커피스타그램,21.487562597358306,21.487562597358306,0.0,0.0
케이펫페어,0.0,19.408121055678468,0.0,0.0
코디,0.0,9.010913347279288,0.0,26.33959286127792
코디스타그램,0.0,0.0,0.0,52.67918572255584
코로나,0.0,0.0,0.0,19.408121055678468
쿠킹,0.0,0.0,40.20253647247683,0.0
쿡스타그램,0.0,15.942385152878742,20.101268236238415,0.0
클라랑스,0.0,59.61065752815529,0.0,0.0
클린식단,0.0,0.0,27.725887222397812,0.0
키즈모델,0.0,0.0,0.0,18.021826694558577
키즈스타일,0.0,0.0,0.0,52.67918572255584
키즈코디,0.0,0.0,0.0,52.67918572255584
키즈패셔니스타,0.0,0.0,0.0,52.67918572255584
키즈패션,0.0,0.0,0.0,87.3365447505531
키치룩,0.0,0.0,15.249237972318797,0.0
타투,0.0,24.95329850015803,0.0,0.0
태권브이와함께,0.0,0.0,0.0,55.451774444795625
트레일러닝,0.0,0.0,0.0,19.408121055678468
티오리오,0.0,0.0,0.0,38.816242111356935
티푸드,16.635532333438686,0.0,0.0,0.0
파리스냅,0.0,19.408121055678468,0.0,0.0
파스타,0.0,0.0,15.249237972318797,0.0
파스텔로슬라임,0.0,0.0,22.18070977791825,0.0
파파,0.0,0.0,54.06548008367573,0.0
파파스타그램,0.0,0.0,54.06548008367573,0.0
팔로,0.0,0.0,0.0,99.81319400063212
팔로미,10.39720770839918,0.0,0.0,15.942385152878742
팔로우,0.0,0.0,0.0,0.0
팔로우환영,0.0,29.112181583517703,0.0,0.0
팔로워,0.0,0.0,38.816242111356935,0.0
패밀리전동차,0.0,0.0,30.498475944637594,0.0
패브릭소파,0.0,15.249237972318797,0.0,0.0
패브릭쇼파,0.0,15.249237972318797,0.0,0.0
패셔니스타,0.0,0.0,0.0,55.451774444795625
패셔니스타그램,0.0,0.0,0.0,52.67918572255584
패션,12.082647042974795,5.753641449035617,0.0,21.863837506335344
패션그램,0.0,0.0,0.0,52.67918572255584
패션사진,0.0,15.249237972318797,0.0,0.0
패션스타,0.0,0.0,0.0,52.67918572255584
패션스타그램,40.20253647247683,0.0,0.0,0.0
패션스타일,0.0,9.010913347279288,0.0,26.33959286127792
패션피플,37.42994775023705,0.0,0.0,0.0
패피,0.0,0.0,7.6246189861593985,26.33959286127792
페르시안친칠라,0.0,0.0,70.70101241711441,0.0
펫스타그램,0.0,0.0,27.725887222397812,17.328679513998633
펫테리어,29.112181583517703,0.0,0.0,0.0
펫팸족,0.0,0.0,0.0,18.021826694558577
포레시리즈,0.0,18.021826694558577,0.0,0.0
포메,0.0,0.0,0.0,26.33959286127792
포시즌스,0.0,19.408121055678468,0.0,0.0
푸드스타그램,0.0,0.0,47.13400827807628,12.476649250079015
푸드스타일링,0.0,0.0,0.0,41.58883083359672
푸드파이터,49.90659700031606,0.0,0.0,0.0
푸들,0.0,0.0,0.0,27.725887222397812
풍경사진,0.0,0.0,40.20253647247683,0.0
프로틴,0.0,22.18070977791825,0.0,0.0
프로틴귀리빵,0.0,52.67918572255584,0.0,0.0
프로틴바,26.33959286127792,0.0,0.0,0.0
프로틴빵,0.0,54.06548008367573,0.0,0.0
프루너스,0.0,20.79441541679836,0.0,0.0
플레이팅,0.0,6.904369738842741,8.342780101101644,4.315231086776713
피크닉,0.0,36.04365338911715,0.0,0.0
피트니스모델,19.408121055678468,0.0,0.0,0.0
필라테스,0.0,14.556090791758852,0.0,13.16979643063896
필라테스강사,0.0,15.249237972318797,0.0,0.0
필름사진,0.0,0.0,42.97512519471661,0.0
필름카메라,0.0,0.0,42.97512519471661,0.0
하늘,0.0,0.0,22.18070977791825,0.0
하우스앱,26.33959286127792,0.0,0.0,0.0
하이랜드폴드,0.0,0.0,36.04365338911715,0.0
하트너,0.0,62.383246250395075,0.0,0.0
하트너이벤트,0.0,16.635532333438686,0.0,0.0
학생,34.657359027997266,0.0,0.0,0.0
한남동,41.58883083359672,0.0,0.0,0.0
한남동카페,0.0,18.021826694558577,0.0,0.0
합정,0.0,0.0,0.0,37.42994775023705
핫플,33.27106466687737,0.0,27.032740041837865,0.0
핫플카페,13.16979643063896,0.0,7.6246189861593985,0.0
핫플투어,0.0,0.0,0.0,37.42994775023705
해운대,29.112181583517703,0.0,0.0,31.884770305757485
해원,0.0,0.0,45.747713916956386,0.0
햇살맛집,17.328679513998633,0.0,22.18070977791825,0.0
햇살카페,31.884770305757485,0.0,0.0,0.0
행복,0.0,0.0,0.0,23.56700413903814
향수,15.249237972318797,0.0,0.0,0.0
헬린이,9.010913347279288,0.0,15.249237972318797,0.0
헬스,10.39720770839918,0.0,0.0,7.6246189861593985
헬스타그램,13.16979643063896,0.0,0.0,33.27106466687737
현존하는최고의고양이모래,0.0,22.18070977791825,0.0,0.0
협재,40.20253647247683,0.0,0.0,0.0
협찬,0.0,0.0,0.0,0.0
협찬디엠,15.249237972318797,0.0,0.0,0.0
호텔블로거,0.0,15.249237972318797,0.0,0.0
혼밥,0.0,26.33959286127792,0.0,0.0
혼술,0.0,45.747713916956386,0.0,0.0
혼여,0.0,23.56700413903814,0.0,0.0
혼자여행,0.0,26.33959286127792,0.0,0.0
혼커,0.0,31.884770305757485,0.0,0.0
홈,0.0,0.0,41.58883083359672,0.0
홈까페,0.0,15.249237972318797,0.0,0.0
홈데코,0.0,18.714973875118524,20.101268236238415,0.0
홈메이드,0.0,0.0,21.487562597358306,16.635532333438686
홈문센,20.79441541679836,9.704060527839234,0.0,0.0
홈미술,29.112181583517703,0.0,0.0,0.0
홈베이킹,27.725887222397812,32.57791748631743,0.0,0.0
홈스윗홈,13.862943611198906,0.0,20.101268236238415,0.0
홈스쿨,40.20253647247683,0.0,0.0,0.0
홈스쿨링,42.97512519471661,0.0,0.0,0.0
홈스타그램,0.0,11.78350206951907,20.101268236238415,0.0
홈스타일링,0.0,31.884770305757485,20.101268236238415,0.0
홈인테리어,0.0,15.249237972318797,0.0,0.0
홈짐,0.0,0.0,0.0,16.635532333438686
홈카페,30.78198175234055,26.466750665563836,9.781190463360549,0.0
홈카페그램,45.747713916956386,0.0,0.0,0.0
홈카페놀이,29.112181583517703,11.090354888959125,0.0,0.0
홈카페인테리어,0.0,26.33959286127792,0.0,0.0
홈쿠킹,0.0,8.317766166719343,19.408121055678468,0.0
홈쿡,5.178277304132055,8.055098028649864,14.096421550137261,0.0
홈테이블,0.0,16.635532333438686,0.0,0.0
홈트,0.0,0.0,9.704060527839234,18.714973875118524
홈트기구,0.0,0.0,0.0,18.021826694558577
홈트레이닝,0.0,0.0,0.0,33.27106466687737
홈트스타그램,0.0,0.0,0.0,19.408121055678468
홈파티,0.0,29.112181583517703,0.0,0.0
홍대,20.79441541679836,0.0,0.0,20.101268236238415
홍대맛집,0.0,0.0,15.249237972318797,0.0
환경만화,15.249237972318797,0.0,0.0,0.0
환영,27.725887222397812,0.0,0.0,0.0
황금돼지띠아기,0.0,0.0,0.0,37.42994775023705
황리단길카페,20.79441541679836,0.0,0.0,0.0
훈남,0.0,0.0,0.0,52.67918572255584
훈남스타그램,0.0,0.0,0.0,33.27106466687737
훈남훈녀,0.0,0.0,0.0,33.27106466687737
훈녀,0.0,0.0,81.79136730607354,0.0
훈스타그램,38.816242111356935,0.0,0.0,0.0
휴무스타그램,0.0,38.816242111356935,0.0,0.0
휴양지룩,0.0,18.021826694558577,0.0,0.0
흔녀,0.0,0.0,36.04365338911715,0.0
힐링,0.0,3.739866941873151,3.739866941873151,3.4521848694213704
힐링여행,0.0,0.0,16.635532333438686,0.0
